"model","data_gen","dataset_num","leg_deg","llik","aic","bic"
"model_Yrbf5-10_tr100_legd10.RData","Yrbf5-10",25,10,344.090058954498,-668.180117908995,-642.128416049114
"model_Yrbf5-10_tr100_legd10.RData","Yrbf5-10",26,10,344.198339179811,-668.396678359623,-642.344976499742
"model_Yrbf5-10_tr100_legd10.RData","Yrbf5-10",27,10,344.076820170187,-668.153640340374,-642.101938480493
"model_Yrbf5-10_tr100_legd10.RData","Yrbf5-10",28,10,345.913398580829,-671.826797161658,-645.775095301777
"model_Yrbf5-10_tr100_legd10.RData","Yrbf5-10",29,10,343.51004498307,-667.020089966141,-640.96838810626
"model_Yrbf5-10_tr100_legd10.RData","Yrbf5-10",30,10,346.589974725587,-673.179949451174,-647.128247591293
"model_Yrbf5-10_tr100_legd10.RData","Yrbf5-10",31,10,345.416135735346,-670.832271470691,-644.78056961081
"model_Yrbf5-10_tr100_legd10.RData","Yrbf5-10",32,10,345.344451808181,-670.688903616362,-644.637201756481
"model_Yrbf5-10_tr100_legd10.RData","Yrbf5-10",33,10,345.283415483911,-670.566830967823,-644.515129107942
"model_Yrbf5-10_tr100_legd10.RData","Yrbf5-10",34,10,345.299839584912,-670.599679169824,-644.547977309943
"model_Yrbf5-10_tr100_legd10.RData","Yrbf5-10",35,10,344.712829149049,-669.425658298099,-643.373956438218
"model_Yrbf5-10_tr100_legd10.RData","Yrbf5-10",36,10,343.318303193814,-666.636606387628,-640.584904527747
"model_Yrbf5-10_tr100_legd10.RData","Yrbf5-10",37,10,344.059753340514,-668.119506681029,-642.067804821148
"model_Yrbf5-10_tr100_legd10.RData","Yrbf5-10",38,10,344.482320808148,-668.964641616297,-642.912939756416
"model_Yrbf5-10_tr100_legd10.RData","Yrbf5-10",39,10,344.246706362104,-668.493412724207,-642.441710864326
"model_Yrbf5-10_tr100_legd10.RData","Yrbf5-10",40,10,345.203543562796,-670.407087125592,-644.355385265711
"model_Yrbf5-10_tr100_legd10.RData","Yrbf5-10",41,10,345.263193869813,-670.526387739626,-644.474685879745
"model_Yrbf5-10_tr100_legd10.RData","Yrbf5-10",42,10,345.463610488715,-670.927220977429,-644.875519117548
"model_Yrbf5-10_tr100_legd10.RData","Yrbf5-10",43,10,343.185135009239,-666.370270018478,-640.318568158597
"model_Yrbf5-10_tr100_legd10.RData","Yrbf5-10",44,10,345.740137227926,-671.480274455853,-645.428572595972
"model_Yrbf5-10_tr100_legd10.RData","Yrbf5-10",45,10,344.914304999627,-669.828609999254,-643.776908139373
"model_Yrbf5-10_tr100_legd10.RData","Yrbf5-10",46,10,345.704979801904,-671.409959603808,-645.358257743927
"model_Yrbf5-10_tr100_legd10.RData","Yrbf5-10",47,10,342.683908391451,-665.367816782901,-639.31611492302
"model_Yrbf5-10_tr100_legd10.RData","Yrbf5-10",48,10,344.511271063669,-669.022542127337,-642.970840267457
"model_Yrbf5-10_tr100_legd10.RData","Yrbf5-10",49,10,344.197499468363,-668.394998936726,-642.343297076845
"model_Yrbf5-10_tr100_legd10.RData","Yrbf5-10",50,10,346.887111300922,-673.774222601845,-647.722520741964
"model_Yrbf5-10_tr100_legd10.RData","Yrbf5-10",51,10,345.549746947385,-671.09949389477,-645.047792034889
"model_Yrbf5-10_tr100_legd10.RData","Yrbf5-10",52,10,345.670408667009,-671.340817334018,-645.289115474137
"model_Yrbf5-10_tr100_legd10.RData","Yrbf5-10",53,10,342.123301982678,-664.246603965356,-638.194902105475
"model_Yrbf5-10_tr100_legd10.RData","Yrbf5-10",54,10,346.01771426992,-672.03542853984,-645.98372667996
"model_Yrbf5-10_tr100_legd10.RData","Yrbf5-10",55,10,342.615583642898,-665.231167285795,-639.179465425914
"model_Yrbf5-10_tr100_legd10.RData","Yrbf5-10",56,10,343.871608712048,-667.743217424095,-641.691515564214
"model_Yrbf5-10_tr100_legd10.RData","Yrbf5-10",57,10,345.39762054546,-670.795241090921,-644.74353923104
"model_Yrbf5-10_tr100_legd10.RData","Yrbf5-10",58,10,345.481894805492,-670.963789610985,-644.912087751104
"model_Yrbf5-10_tr100_legd10.RData","Yrbf5-10",59,10,346.749329108875,-673.498658217749,-647.446956357869
"model_Yrbf5-10_tr100_legd10.RData","Yrbf5-10",60,10,342.250353818546,-664.500707637091,-638.44900577721
"model_Yrbf5-10_tr100_legd10.RData","Yrbf5-10",61,10,346.889625993706,-673.779251987411,-647.72755012753
"model_Yrbf5-10_tr100_legd10.RData","Yrbf5-10",62,10,344.522484337214,-669.044968674428,-642.993266814547
"model_Yrbf5-10_tr100_legd10.RData","Yrbf5-10",63,10,343.79908915282,-667.59817830564,-641.546476445759
"model_Yrbf5-10_tr100_legd10.RData","Yrbf5-10",64,10,344.625691674172,-669.251383348344,-643.199681488463
"model_Yrbf5-10_tr100_legd10.RData","Yrbf5-10",65,10,344.659751017006,-669.319502034012,-643.267800174131
"model_Yrbf5-10_tr100_legd10.RData","Yrbf5-10",66,10,344.151896080608,-668.303792161216,-642.252090301335
"model_Yrbf5-10_tr100_legd10.RData","Yrbf5-10",67,10,346.245972053058,-672.491944106116,-646.440242246235
"model_Yrbf5-10_tr100_legd10.RData","Yrbf5-10",68,10,346.018332492157,-672.036664984314,-645.984963124433
"model_Yrbf5-10_tr100_legd10.RData","Yrbf5-10",69,10,346.364690240372,-672.729380480744,-646.677678620863
"model_Yrbf5-10_tr100_legd10.RData","Yrbf5-10",70,10,345.546723876624,-671.093447753247,-645.041745893366
"model_Yrbf5-10_tr100_legd10.RData","Yrbf5-10",71,10,346.278339549525,-672.556679099049,-646.504977239169
"model_Yrbf5-10_tr100_legd10.RData","Yrbf5-10",72,10,346.427652669192,-672.855305338383,-646.803603478502
"model_Yrbf5-10_tr100_legd10.RData","Yrbf5-10",73,10,346.343614724719,-672.687229449438,-646.635527589557
"model_Yrbf5-10_tr100_legd10.RData","Yrbf5-10",74,10,346.21270556592,-672.42541113184,-646.373709271959
"model_Yrbf5-10_tr100_legd10.RData","Yrbf5-10",75,10,345.940702219782,-671.881404439565,-645.829702579684
"model_Yrbf5-10_tr100_legd10.RData","Yrbf5-10",76,10,345.794671775966,-671.589343551931,-645.53764169205
"model_Yrbf5-10_tr100_legd10.RData","Yrbf5-10",77,10,345.70111271762,-671.402225435241,-645.35052357536
"model_Yrbf5-10_tr100_legd10.RData","Yrbf5-10",78,10,345.924397356533,-671.848794713066,-645.797092853185
"model_Yrbf5-10_tr100_legd10.RData","Yrbf5-10",79,10,344.199574668779,-668.399149337559,-642.347447477678
"model_Yrbf5-10_tr100_legd10.RData","Yrbf5-10",80,10,346.580384015754,-673.160768031507,-647.109066171627
"model_Yrbf5-10_tr100_legd10.RData","Yrbf5-10",81,10,343.355406046908,-666.710812093816,-640.659110233935
"model_Yrbf5-10_tr100_legd10.RData","Yrbf5-10",82,10,346.4367150663,-672.873430132599,-646.821728272718
"model_Yrbf5-10_tr100_legd10.RData","Yrbf5-10",83,10,345.745603114902,-671.491206229805,-645.439504369924
"model_Yrbf5-10_tr100_legd10.RData","Yrbf5-10",84,10,343.620862734198,-667.241725468395,-641.190023608514
"model_Yrbf5-10_tr100_legd10.RData","Yrbf5-10",85,10,345.796431390792,-671.592862781583,-645.541160921702
"model_Yrbf5-10_tr100_legd10.RData","Yrbf5-10",86,10,343.852829598058,-667.705659196115,-641.653957336234
"model_Yrbf5-10_tr100_legd10.RData","Yrbf5-10",87,10,344.674704145359,-669.349408290718,-643.297706430837
"model_Yrbf5-10_tr100_legd10.RData","Yrbf5-10",88,10,343.818543369202,-667.637086738404,-641.585384878523
"model_Yrbf5-10_tr100_legd10.RData","Yrbf5-10",89,10,345.776716606426,-671.553433212852,-645.501731352972
"model_Yrbf5-10_tr100_legd10.RData","Yrbf5-10",90,10,345.359813731278,-670.719627462556,-644.667925602675
"model_Yrbf5-10_tr100_legd10.RData","Yrbf5-10",91,10,346.573296086797,-673.146592173593,-647.094890313713
"model_Yrbf5-10_tr100_legd10.RData","Yrbf5-10",92,10,346.019889860337,-672.039779720674,-645.988077860793
"model_Yrbf5-10_tr100_legd10.RData","Yrbf5-10",93,10,345.115493852413,-670.230987704825,-644.179285844945
"model_Yrbf5-10_tr100_legd10.RData","Yrbf5-10",94,10,344.372370954367,-668.744741908734,-642.693040048853
"model_Yrbf5-10_tr100_legd10.RData","Yrbf5-10",95,10,344.218847910842,-668.437695821685,-642.385993961804
"model_Yrbf5-10_tr100_legd10.RData","Yrbf5-10",96,10,344.085035870568,-668.170071741137,-642.118369881256
"model_Yrbf5-10_tr100_legd10.RData","Yrbf5-10",97,10,346.759482381742,-673.518964763485,-647.467262903604
"model_Yrbf5-10_tr100_legd10.RData","Yrbf5-10",98,10,345.212747764494,-670.425495528989,-644.373793669108
"model_Yrbf5-10_tr100_legd10.RData","Yrbf5-10",99,10,345.182649696536,-670.365299393072,-644.313597533191
"model_Yrbf5-10_tr100_legd10.RData","Yrbf5-10",100,10,342.996666064343,-665.993332128686,-639.941630268805
"model_Yrbf5-10_tr100_legd2.RData","Yrbf5-10",1,2,132.096232853402,-260.192465706804,-254.982125334827
"model_Yrbf5-10_tr100_legd2.RData","Yrbf5-10",2,2,219.334547953152,-434.669095906305,-429.458755534328
"model_Yrbf5-10_tr100_legd2.RData","Yrbf5-10",3,2,-868.758386115717,1741.51677223143,1746.72711260341
"model_Yrbf5-10_tr100_legd2.RData","Yrbf5-10",4,2,331.737410396877,-659.474820793754,-654.264480421778
"model_Yrbf5-10_tr100_legd2.RData","Yrbf5-10",5,2,293.207869223561,-582.415738447123,-577.205398075147
"model_Yrbf5-10_tr100_legd2.RData","Yrbf5-10",6,2,58.4924582026467,-112.984916405293,-107.774576033317
"model_Yrbf5-10_tr100_legd2.RData","Yrbf5-10",7,2,334.438247405448,-664.876494810895,-659.666154438919
"model_Yrbf5-10_tr100_legd2.RData","Yrbf5-10",8,2,-94.3301949396037,192.660389879207,197.870730251184
"model_Yrbf5-10_tr100_legd2.RData","Yrbf5-10",9,2,-1146.63562545445,2297.2712509089,2302.48159128088
"model_Yrbf5-10_tr100_legd2.RData","Yrbf5-10",10,2,340.03801184362,-676.07602368724,-670.865683315263
"model_Yrbf5-10_tr100_legd2.RData","Yrbf5-10",11,2,309.69689830136,-615.393796602719,-610.183456230743
"model_Yrbf5-10_tr100_legd2.RData","Yrbf5-10",12,2,340.002458141088,-676.004916282177,-670.794575910201
"model_Yrbf5-10_tr100_legd2.RData","Yrbf5-10",13,2,124.70199999038,-245.40399998076,-240.193659608783
"model_Yrbf5-10_tr100_legd2.RData","Yrbf5-10",14,2,198.856785292465,-393.713570584929,-388.503230212953
"model_Yrbf5-10_tr100_legd2.RData","Yrbf5-10",15,2,305.790606447951,-607.581212895902,-602.370872523926
"model_Yrbf5-10_tr100_legd2.RData","Yrbf5-10",16,2,269.04165840706,-534.083316814121,-528.872976442145
"model_Yrbf5-10_tr100_legd2.RData","Yrbf5-10",17,2,-320.153045195493,644.306090390986,649.516430762962
"model_Yrbf5-10_tr100_legd2.RData","Yrbf5-10",18,2,275.475600952726,-546.951201905452,-541.740861533476
"model_Yrbf5-10_tr100_legd2.RData","Yrbf5-10",19,2,347.898831889549,-691.797663779099,-686.587323407123
"model_Yrbf5-10_tr100_legd2.RData","Yrbf5-10",20,2,312.72526951838,-621.45053903676,-616.240198664784
"model_Yrbf5-10_tr100_legd2.RData","Yrbf5-10",21,2,316.803057781108,-629.606115562216,-624.39577519024
"model_Yrbf5-10_tr100_legd2.RData","Yrbf5-10",22,2,206.918620064432,-409.837240128864,-404.626899756888
"model_Yrbf5-10_tr100_legd2.RData","Yrbf5-10",23,2,275.853868924238,-547.707737848477,-542.497397476501
"model_Yrbf5-10_tr100_legd2.RData","Yrbf5-10",24,2,224.873123001938,-445.746246003876,-440.5359056319
"model_Yrbf5-10_tr100_legd2.RData","Yrbf5-10",25,2,283.117064258895,-562.23412851779,-557.023788145814
"model_Yrbf5-10_tr100_legd2.RData","Yrbf5-10",26,2,292.073905412169,-580.147810824338,-574.937470452362
"model_Yrbf5-10_tr100_legd2.RData","Yrbf5-10",27,2,-83.2507503103989,170.501500620798,175.711840992774
"model_Yrbf5-10_tr100_legd2.RData","Yrbf5-10",28,2,141.911771907371,-279.823543814743,-274.613203442766
"model_Yrbf5-10_tr100_legd2.RData","Yrbf5-10",29,2,334.483508353338,-664.967016706677,-659.756676334701
"model_Yrbf5-10_tr100_legd2.RData","Yrbf5-10",30,2,325.861949623475,-647.72389924695,-642.513558874974
"model_Yrbf5-10_tr100_legd2.RData","Yrbf5-10",31,2,347.140391056814,-690.280782113628,-685.070441741652
"model_Yrbf5-10_tr100_legd2.RData","Yrbf5-10",32,2,317.645144893588,-631.290289787177,-626.079949415201
"model_Yrbf5-10_tr100_legd2.RData","Yrbf5-10",33,2,-191.641154217728,387.282308435456,392.492648807433
"model_Yrbf5-10_tr100_legd2.RData","Yrbf5-10",34,2,314.072075883905,-624.144151767809,-618.933811395833
"model_Yrbf5-10_tr100_legd2.RData","Yrbf5-10",35,2,311.626748057209,-619.253496114419,-614.043155742443
"model_Yrbf5-10_tr100_legd2.RData","Yrbf5-10",36,2,207.614458893461,-411.228917786922,-406.018577414946
"model_Yrbf5-10_tr100_legd2.RData","Yrbf5-10",37,2,326.073691082009,-648.147382164019,-642.937041792043
"model_Yrbf5-10_tr100_legd2.RData","Yrbf5-10",38,2,-19.8751150585337,43.7502301170674,48.9605704890436
"model_Yrbf5-10_tr100_legd2.RData","Yrbf5-10",39,2,-34.8198835827812,73.6397671655625,78.8501075375387
"model_Yrbf5-10_tr100_legd2.RData","Yrbf5-10",40,2,341.49009785974,-678.980195719481,-673.769855347505
"model_Yrbf5-10_tr100_legd2.RData","Yrbf5-10",41,2,347.4341905455,-690.868381091,-685.658040719024
"model_Yrbf5-10_tr100_legd2.RData","Yrbf5-10",42,2,50.34174690337,-96.68349380674,-91.4731534347638
"model_Yrbf5-10_tr100_legd2.RData","Yrbf5-10",43,2,252.042948061259,-500.085896122518,-494.875555750542
"model_Yrbf5-10_tr100_legd2.RData","Yrbf5-10",44,2,325.977274377794,-647.954548755588,-642.744208383612
"model_Yrbf5-10_tr100_legd2.RData","Yrbf5-10",45,2,257.940028735492,-511.880057470984,-506.669717099008
"model_Yrbf5-10_tr100_legd2.RData","Yrbf5-10",46,2,-113.669347297756,231.338694595513,236.549034967489
"model_Yrbf5-10_tr100_legd2.RData","Yrbf5-10",47,2,-12.2505532012872,28.5011064025745,33.7114467745507
"model_Yrbf5-10_tr100_legd2.RData","Yrbf5-10",48,2,198.793864430793,-393.587728861587,-388.37738848961
"model_Yrbf5-10_tr100_legd2.RData","Yrbf5-10",49,2,250.900090427638,-497.800180855275,-492.589840483299
"model_Yrbf5-10_tr100_legd2.RData","Yrbf5-10",50,2,298.656247361181,-593.312494722362,-588.102154350386
"model_Yrbf5-10_tr100_legd2.RData","Yrbf5-10",51,2,342.483564587158,-680.967129174316,-675.75678880234
"model_Yrbf5-10_tr100_legd2.RData","Yrbf5-10",52,2,338.095186321281,-672.190372642562,-666.980032270586
"model_Yrbf5-10_tr100_legd2.RData","Yrbf5-10",53,2,286.484823587789,-568.969647175577,-563.759306803601
"model_Yrbf5-10_tr100_legd2.RData","Yrbf5-10",54,2,255.47060504225,-506.9412100845,-501.730869712524
"model_Yrbf5-10_tr100_legd2.RData","Yrbf5-10",55,2,94.0228955263605,-184.045791052721,-178.835450680745
"model_Yrbf5-10_tr100_legd2.RData","Yrbf5-10",56,2,255.88940791781,-507.778815835619,-502.568475463643
"model_Yrbf5-10_tr100_legd2.RData","Yrbf5-10",57,2,281.347472632929,-558.694945265859,-553.484604893883
"model_Yrbf5-10_tr100_legd2.RData","Yrbf5-10",58,2,247.336713706746,-490.673427413491,-485.463087041515
"model_Yrbf5-10_tr100_legd2.RData","Yrbf5-10",59,2,342.328292701031,-680.656585402062,-675.446245030086
"model_Yrbf5-10_tr100_legd2.RData","Yrbf5-10",60,2,343.899325651538,-683.798651303076,-678.588310931099
"model_Yrbf5-10_tr100_legd2.RData","Yrbf5-10",61,2,331.921913835976,-659.843827671953,-654.633487299976
"model_Yrbf5-10_tr100_legd2.RData","Yrbf5-10",62,2,314.788435636945,-625.576871273889,-620.366530901913
"model_Yrbf5-10_tr100_legd2.RData","Yrbf5-10",63,2,226.118005849045,-448.236011698089,-443.025671326113
"model_Yrbf5-10_tr100_legd2.RData","Yrbf5-10",64,2,-244.305419818196,492.610839636392,497.821180008369
"model_Yrbf5-10_tr100_legd2.RData","Yrbf5-10",65,2,218.137695697057,-432.275391394115,-427.065051022139
"model_Yrbf5-10_tr100_legd2.RData","Yrbf5-10",66,2,346.522151517034,-689.044303034069,-683.833962662093
"model_Yrbf5-10_tr100_legd2.RData","Yrbf5-10",67,2,313.105755960014,-622.211511920027,-617.001171548051
"model_Yrbf5-10_tr100_legd2.RData","Yrbf5-10",68,2,340.1192828693,-676.2385657386,-671.028225366624
"model_Yrbf5-10_tr100_legd2.RData","Yrbf5-10",69,2,341.961095443849,-679.922190887698,-674.711850515722
"model_Yrbf5-10_tr100_legd2.RData","Yrbf5-10",70,2,319.782263700064,-635.564527400128,-630.354187028152
"model_Yrbf5-10_tr100_legd2.RData","Yrbf5-10",71,2,338.235357587188,-672.470715174377,-667.2603748024
"model_Yrbf5-10_tr100_legd2.RData","Yrbf5-10",72,2,191.553613663453,-379.107227326905,-373.896886954929
"model_Yrbf5-10_tr100_legd2.RData","Yrbf5-10",73,2,341.686166742917,-679.372333485833,-674.161993113857
"model_Yrbf5-10_tr100_legd2.RData","Yrbf5-10",74,2,238.675248743227,-473.350497486454,-468.140157114478
"model_Yrbf5-10_tr100_legd2.RData","Yrbf5-10",75,2,259.654542771241,-515.309085542482,-510.098745170506
"model_Yrbf5-10_tr100_legd2.RData","Yrbf5-10",76,2,-28.7967349768259,61.5934699536517,66.8038103256279
"model_Yrbf5-10_tr100_legd2.RData","Yrbf5-10",77,2,177.707123738721,-351.414247477443,-346.203907105466
"model_Yrbf5-10_tr100_legd2.RData","Yrbf5-10",78,2,338.25073173189,-672.50146346378,-667.291123091804
"model_Yrbf5-10_tr100_legd2.RData","Yrbf5-10",79,2,26.9635253513548,-49.9270507027096,-44.7167103307334
"model_Yrbf5-10_tr100_legd2.RData","Yrbf5-10",80,2,184.651175771243,-365.302351542486,-360.09201117051
"model_Yrbf5-10_tr100_legd2.RData","Yrbf5-10",81,2,-239.495460101532,482.990920203065,488.201260575041
"model_Yrbf5-10_tr100_legd2.RData","Yrbf5-10",82,2,326.62397032753,-649.247940655061,-644.037600283085
"model_Yrbf5-10_tr100_legd2.RData","Yrbf5-10",83,2,162.478020327095,-320.956040654191,-315.745700282214
"model_Yrbf5-10_tr100_legd2.RData","Yrbf5-10",84,2,-411.342525230378,826.685050460757,831.895390832733
"model_Yrbf5-10_tr100_legd2.RData","Yrbf5-10",85,2,341.877906938685,-679.755813877371,-674.545473505394
"model_Yrbf5-10_tr100_legd2.RData","Yrbf5-10",86,2,265.042828153592,-526.085656307184,-520.875315935208
"model_Yrbf5-10_tr100_legd2.RData","Yrbf5-10",87,2,227.387936103625,-450.77587220725,-445.565531835273
"model_Yrbf5-10_tr100_legd2.RData","Yrbf5-10",88,2,-519.438502039272,1042.87700407854,1048.08734445052
"model_Yrbf5-10_tr100_legd2.RData","Yrbf5-10",89,2,221.060999847237,-438.121999694474,-432.911659322498
"model_Yrbf5-10_tr100_legd2.RData","Yrbf5-10",90,2,192.876017282001,-381.752034564003,-376.541694192027
"model_Yrbf5-10_tr100_legd2.RData","Yrbf5-10",91,2,329.406683864455,-654.813367728909,-649.603027356933
"model_Yrbf5-10_tr100_legd2.RData","Yrbf5-10",92,2,317.025131967023,-630.050263934046,-624.83992356207
"model_Yrbf5-10_tr100_legd2.RData","Yrbf5-10",93,2,199.931970483523,-395.863940967047,-390.653600595071
"model_Yrbf5-10_tr100_legd2.RData","Yrbf5-10",94,2,339.331917647594,-674.663835295188,-669.453494923212
"model_Yrbf5-10_tr100_legd2.RData","Yrbf5-10",95,2,-70.3978823680557,144.795764736111,150.006105108087
"model_Yrbf5-10_tr100_legd2.RData","Yrbf5-10",96,2,-358.872489782702,721.744979565405,726.955319937381
"model_Yrbf5-10_tr100_legd2.RData","Yrbf5-10",97,2,324.291926788545,-644.58385357709,-639.373513205114
"model_Yrbf5-10_tr100_legd2.RData","Yrbf5-10",98,2,207.289140118206,-410.578280236413,-405.367939864436
"model_Yrbf5-10_tr100_legd2.RData","Yrbf5-10",99,2,214.815933641891,-425.631867283781,-420.421526911805
"model_Yrbf5-10_tr100_legd2.RData","Yrbf5-10",100,2,323.694634906371,-643.389269812742,-638.178929440766
"model_Yrbf5-10_tr100_legd3.RData","Yrbf5-10",1,3,330.723880329844,-655.447760659688,-647.632250101724
"model_Yrbf5-10_tr100_legd3.RData","Yrbf5-10",2,3,341.745056665127,-677.490113330255,-669.674602772291
"model_Yrbf5-10_tr100_legd3.RData","Yrbf5-10",3,3,322.529040024542,-639.058080049084,-631.24256949112
"model_Yrbf5-10_tr100_legd3.RData","Yrbf5-10",4,3,344.068395514426,-682.136791028852,-674.321280470888
"model_Yrbf5-10_tr100_legd3.RData","Yrbf5-10",5,3,342.975263279905,-679.95052655981,-672.135016001846
"model_Yrbf5-10_tr100_legd3.RData","Yrbf5-10",6,3,341.434797729736,-676.869595459472,-669.054084901507
"model_Yrbf5-10_tr100_legd3.RData","Yrbf5-10",7,3,344.283239935816,-682.566479871631,-674.750969313667
"model_Yrbf5-10_tr100_legd3.RData","Yrbf5-10",8,3,345.316412287324,-684.632824574648,-676.817314016684
"model_Yrbf5-10_tr100_legd3.RData","Yrbf5-10",9,3,336.478064086128,-666.956128172255,-659.140617614291
"model_Yrbf5-10_tr100_legd3.RData","Yrbf5-10",10,3,342.802235858835,-679.60447171767,-671.788961159706
"model_Yrbf5-10_tr100_legd3.RData","Yrbf5-10",11,3,344.35527063804,-682.71054127608,-674.895030718116
"model_Yrbf5-10_tr100_legd3.RData","Yrbf5-10",12,3,339.372316661925,-672.744633323849,-664.929122765885
"model_Yrbf5-10_tr100_legd3.RData","Yrbf5-10",13,3,339.607853717057,-673.215707434114,-665.40019687615
"model_Yrbf5-10_tr100_legd3.RData","Yrbf5-10",14,3,345.066270468175,-684.13254093635,-676.317030378385
"model_Yrbf5-10_tr100_legd3.RData","Yrbf5-10",15,3,346.494948083414,-686.989896166829,-679.174385608864
"model_Yrbf5-10_tr100_legd3.RData","Yrbf5-10",16,3,345.560832730058,-685.121665460116,-677.306154902152
"model_Yrbf5-10_tr100_legd3.RData","Yrbf5-10",17,3,341.709835183982,-677.419670367963,-669.604159809999
"model_Yrbf5-10_tr100_legd3.RData","Yrbf5-10",18,3,339.592406514448,-673.184813028896,-665.369302470932
"model_Yrbf5-10_tr100_legd3.RData","Yrbf5-10",19,3,347.277951450122,-688.555902900243,-680.740392342279
"model_Yrbf5-10_tr100_legd3.RData","Yrbf5-10",20,3,342.769512587099,-679.539025174198,-671.723514616234
"model_Yrbf5-10_tr100_legd3.RData","Yrbf5-10",21,3,346.320980343556,-686.641960687113,-678.826450129148
"model_Yrbf5-10_tr100_legd3.RData","Yrbf5-10",22,3,326.014958378437,-646.029916756875,-638.214406198911
"model_Yrbf5-10_tr100_legd3.RData","Yrbf5-10",23,3,345.023619314637,-684.047238629274,-676.23172807131
"model_Yrbf5-10_tr100_legd3.RData","Yrbf5-10",24,3,346.151822275193,-686.303644550386,-678.488133992422
"model_Yrbf5-10_tr100_legd3.RData","Yrbf5-10",25,3,327.044230800762,-648.088461601524,-640.27295104356
"model_Yrbf5-10_tr100_legd3.RData","Yrbf5-10",26,3,327.867490543981,-649.734981087962,-641.919470529997
"model_Yrbf5-10_tr100_legd3.RData","Yrbf5-10",27,3,344.557014869568,-683.114029739136,-675.298519181171
"model_Yrbf5-10_tr100_legd3.RData","Yrbf5-10",28,3,346.32370192651,-686.64740385302,-678.831893295055
"model_Yrbf5-10_tr100_legd3.RData","Yrbf5-10",29,3,341.462750038807,-676.925500077614,-669.10998951965
"model_Yrbf5-10_tr100_legd3.RData","Yrbf5-10",30,3,347.153818347995,-688.307636695991,-680.492126138026
"model_Yrbf5-10_tr100_legd3.RData","Yrbf5-10",31,3,344.885282252431,-683.770564504862,-675.955053946898
"model_Yrbf5-10_tr100_legd3.RData","Yrbf5-10",32,3,341.455989450618,-676.911978901236,-669.096468343272
"model_Yrbf5-10_tr100_legd3.RData","Yrbf5-10",33,3,345.803623577084,-685.607247154168,-677.791736596204
"model_Yrbf5-10_tr100_legd3.RData","Yrbf5-10",34,3,345.157355468824,-684.314710937648,-676.499200379684
"model_Yrbf5-10_tr100_legd3.RData","Yrbf5-10",35,3,331.807072134667,-657.614144269334,-649.798633711369
"model_Yrbf5-10_tr100_legd3.RData","Yrbf5-10",36,3,334.987039806875,-663.974079613749,-656.158569055785
"model_Yrbf5-10_tr100_legd3.RData","Yrbf5-10",37,3,333.885682688977,-661.771365377954,-653.95585481999
"model_Yrbf5-10_tr100_legd3.RData","Yrbf5-10",38,3,345.658012376734,-685.316024753468,-677.500514195504
"model_Yrbf5-10_tr100_legd3.RData","Yrbf5-10",39,3,336.290653248702,-666.581306497404,-658.765795939439
"model_Yrbf5-10_tr100_legd3.RData","Yrbf5-10",40,3,339.977270743734,-673.954541487469,-666.139030929505
"model_Yrbf5-10_tr100_legd3.RData","Yrbf5-10",41,3,345.629048332759,-685.258096665519,-677.442586107555
"model_Yrbf5-10_tr100_legd3.RData","Yrbf5-10",42,3,345.157547836765,-684.31509567353,-676.499585115566
"model_Yrbf5-10_tr100_legd3.RData","Yrbf5-10",43,3,343.760037137877,-681.520074275754,-673.704563717789
"model_Yrbf5-10_tr100_legd3.RData","Yrbf5-10",44,3,346.281097414233,-686.562194828467,-678.746684270502
"model_Yrbf5-10_tr100_legd3.RData","Yrbf5-10",45,3,336.732309517472,-667.464619034944,-659.64910847698
"model_Yrbf5-10_tr100_legd3.RData","Yrbf5-10",46,3,345.145627565026,-684.291255130052,-676.475744572087
"model_Yrbf5-10_tr100_legd3.RData","Yrbf5-10",47,3,340.458245380508,-674.916490761016,-667.100980203051
"model_Yrbf5-10_tr100_legd3.RData","Yrbf5-10",48,3,343.940988491708,-681.881976983415,-674.066466425451
"model_Yrbf5-10_tr100_legd3.RData","Yrbf5-10",49,3,339.397260218798,-672.794520437596,-664.979009879632
"model_Yrbf5-10_tr100_legd3.RData","Yrbf5-10",50,3,347.440164621345,-688.88032924269,-681.064818684726
"model_Yrbf5-10_tr100_legd3.RData","Yrbf5-10",51,3,346.366516333289,-686.733032666578,-678.917522108614
"model_Yrbf5-10_tr100_legd3.RData","Yrbf5-10",52,3,336.421290444911,-666.842580889822,-659.027070331858
"model_Yrbf5-10_tr100_legd3.RData","Yrbf5-10",53,3,332.416509139175,-658.833018278349,-651.017507720385
"model_Yrbf5-10_tr100_legd3.RData","Yrbf5-10",54,3,345.834917944345,-685.66983588869,-677.854325330726
"model_Yrbf5-10_tr100_legd3.RData","Yrbf5-10",55,3,328.153774518536,-650.307549037072,-642.492038479107
"model_Yrbf5-10_tr100_legd3.RData","Yrbf5-10",56,3,323.822410343859,-641.644820687717,-633.829310129753
"model_Yrbf5-10_tr100_legd3.RData","Yrbf5-10",57,3,341.914973044214,-677.829946088429,-670.014435530464
"model_Yrbf5-10_tr100_legd3.RData","Yrbf5-10",58,3,346.814992126426,-687.629984252852,-679.814473694888
"model_Yrbf5-10_tr100_legd3.RData","Yrbf5-10",59,3,347.363234394249,-688.726468788498,-680.910958230534
"model_Yrbf5-10_tr100_legd3.RData","Yrbf5-10",60,3,341.63820594359,-677.27641188718,-669.460901329216
